"task_id","pair_id","input_shape","output_shape","input_colors","output_colors","recoloration","rotation_90","rotation_180","rotation_270","flip_horizontal","flip_vertical","transpose","repetition","padding","translation","tiled_subgrid","partial_symetry","pattern_checkerboard","pattern_horizontal_stripes","pattern_vertical_stripes","pattern_uniform_blocks","shape_based_recoloration"
"94f9d214",1,"[8, 4]","[4, 4]","[0, 1, 3]","[0, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"94f9d214",2,"[8, 4]","[4, 4]","[0, 1, 3]","[0, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"94f9d214",3,"[8, 4]","[4, 4]","[0, 1, 3]","[0, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"952a094c",0,"[10, 10]","[10, 10]","[0, 2, 3, 7, 8, 9]","[0, 2, 3, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"952a094c",1,"[10, 10]","[10, 10]","[0, 2, 3, 4, 6, 8]","[0, 2, 3, 4, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"952a094c",2,"[10, 10]","[10, 10]","[0, 1, 2, 3, 5, 6]","[0, 1, 2, 3, 5, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9565186b",0,"[3, 3]","[3, 3]","[2, 8]","[2, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,True,False,True
"9565186b",1,"[3, 3]","[3, 3]","[1, 2, 3, 8]","[1, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9565186b",2,"[3, 3]","[3, 3]","[1, 3, 4, 8]","[4, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9565186b",3,"[3, 3]","[3, 3]","[1, 2, 8]","[2, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"95755ff2",0,"[11, 11]","[11, 11]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"95755ff2",1,"[11, 11]","[11, 11]","[0, 1, 2, 4, 5, 6, 8, 9]","[0, 1, 2, 4, 5, 6, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"95755ff2",2,"[11, 11]","[11, 11]","[0, 1, 2, 9]","[0, 1, 2, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"95990924",0,"[10, 10]","[10, 10]","[0, 5]","[0, 1, 2, 3, 4, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,True,True,True
"95990924",1,"[10, 10]","[10, 10]","[0, 5]","[0, 1, 2, 3, 4, 5]",True,False,False,False,False,False,False,False,False,False,False,"vertical_half",False,True,True,False,True
"95990924",2,"[15, 15]","[15, 15]","[0, 5]","[0, 1, 2, 3, 4, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"95a58926",0,"[21, 17]","[21, 17]","[0, 3, 5]","[0, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"95a58926",1,"[19, 13]","[19, 13]","[0, 2, 5]","[0, 2, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"95a58926",2,"[21, 24]","[21, 24]","[0, 4, 5]","[0, 4, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"963c33f8",0,"[16, 16]","[16, 16]","[1, 5, 7, 9]","[1, 5, 7, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"963c33f8",1,"[14, 14]","[14, 14]","[1, 5, 7, 9]","[1, 5, 7, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"963c33f8",2,"[16, 16]","[16, 16]","[1, 5, 7, 9]","[1, 5, 7, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"963e52fc",0,"[5, 7]","[5, 14]","[0, 2, 3]","[0, 2, 3]",False,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"963e52fc",1,"[5, 6]","[5, 12]","[0, 2, 8]","[0, 2, 8]",False,False,False,False,False,False,False,True,True,True,True,"",False,True,False,False,False
"963e52fc",2,"[5, 8]","[5, 16]","[0, 1, 2]","[0, 1, 2]",False,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"963f59bc",0,"[12, 12]","[12, 12]","[0, 1, 2]","[0, 1, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"963f59bc",1,"[12, 11]","[12, 11]","[0, 1, 6]","[0, 1, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"963f59bc",2,"[14, 13]","[14, 13]","[0, 1, 2, 8]","[0, 1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"963f59bc",3,"[11, 11]","[11, 11]","[0, 1, 3, 8]","[0, 1, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"96a8c0cd",0,"[22, 12]","[22, 12]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"96a8c0cd",1,"[22, 12]","[22, 12]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"96a8c0cd",2,"[13, 19]","[13, 19]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"96a8c0cd",3,"[12, 22]","[12, 22]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9720b24f",0,"[3, 3]","[3, 3]","[0, 1, 7]","[0, 1]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9720b24f",1,"[11, 11]","[11, 11]","[0, 2, 5, 6, 8]","[0, 2, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9720b24f",2,"[15, 15]","[15, 15]","[0, 3, 6, 7, 8]","[0, 3, 6, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9720b24f",3,"[11, 11]","[11, 11]","[0, 2, 5, 6, 9]","[0, 2, 6, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97239e3d",0,"[17, 17]","[17, 17]","[0, 1, 6, 8]","[0, 1, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97239e3d",1,"[17, 17]","[17, 17]","[0, 2, 8]","[0, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97239e3d",2,"[17, 17]","[17, 17]","[0, 3, 7, 8]","[0, 3, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"973e499e",0,"[3, 3]","[9, 9]","[6, 8]","[0, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"973e499e",1,"[3, 3]","[9, 9]","[2, 3, 4]","[0, 2, 3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"973e499e",2,"[5, 5]","[25, 25]","[1, 8]","[0, 1, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9772c176",0,"[22, 21]","[22, 21]","[0, 8]","[0, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9772c176",1,"[26, 29]","[26, 29]","[0, 8]","[0, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97999447",0,"[10, 12]","[10, 12]","[0, 2, 3, 6]","[0, 2, 3, 5, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97999447",1,"[10, 8]","[10, 8]","[0, 2, 6]","[0, 2, 5, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97999447",2,"[7, 8]","[7, 8]","[0, 8]","[0, 5, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97a05b5b",0,"[20, 10]","[8, 8]","[0, 2, 3, 4]","[2, 3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"97a05b5b",1,"[24, 19]","[17, 9]","[0, 1, 2, 3, 4, 5, 8]","[1, 2, 3, 4, 5, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"97a05b5b",2,"[16, 12]","[9, 9]","[0, 2, 8]","[2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"97c75046",0,"[10, 6]","[10, 6]","[0, 5, 7]","[0, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97c75046",1,"[6, 8]","[6, 8]","[0, 5, 7]","[0, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"97c75046",2,"[12, 8]","[12, 8]","[0, 5, 7]","[0, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"981add89",0,"[20, 20]","[20, 20]","[2, 4, 8]","[2, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"981add89",1,"[30, 30]","[30, 30]","[1, 2, 3, 4, 7, 8, 9]","[1, 2, 3, 4, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9841fdad",0,"[14, 25]","[14, 25]","[1, 2, 3, 4, 8]","[1, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9841fdad",1,"[11, 22]","[11, 22]","[1, 2, 4, 8]","[1, 2, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"984d8a3e",0,"[10, 10]","[10, 10]","[0, 1, 3]","[0, 1, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"984d8a3e",1,"[10, 10]","[10, 10]","[3, 7, 9]","[3, 7, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"985ae207",0,"[20, 20]","[20, 20]","[1, 2, 4, 8]","[1, 2, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"985ae207",1,"[20, 20]","[20, 20]","[1, 2, 3, 4, 8]","[1, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"985ae207",2,"[20, 20]","[20, 20]","[3, 4, 6, 8]","[3, 4, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"98c475bf",0,"[20, 20]","[20, 20]","[0, 6, 7, 9]","[0, 7, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"98c475bf",1,"[20, 20]","[20, 20]","[0, 1, 6, 7]","[0, 6, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"98c475bf",2,"[20, 20]","[20, 20]","[0, 2, 5, 7]","[0, 2, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"98c475bf",3,"[20, 20]","[20, 20]","[0, 1, 2, 3]","[0, 1, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"98cf29f8",0,"[13, 18]","[13, 18]","[0, 2, 4]","[0, 2, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"98cf29f8",1,"[17, 14]","[17, 14]","[0, 4, 5]","[0, 4, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"98cf29f8",2,"[15, 19]","[15, 19]","[0, 2, 3]","[0, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"992798f6",0,"[15, 16]","[15, 16]","[0, 1, 2]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"992798f6",1,"[15, 12]","[15, 12]","[0, 1, 2]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"992798f6",2,"[16, 16]","[16, 16]","[0, 1, 2]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"992798f6",3,"[13, 12]","[13, 12]","[0, 1, 2]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"99306f82",0,"[15, 15]","[15, 15]","[0, 1, 2, 4, 6]","[0, 1, 2, 4, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"99306f82",1,"[10, 10]","[10, 10]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"99306f82",2,"[15, 15]","[15, 15]","[0, 1, 2, 4, 6, 8]","[0, 1, 2, 4, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"995c5fa3",0,"[4, 14]","[3, 3]","[0, 5]","[2, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"995c5fa3",1,"[4, 14]","[3, 3]","[0, 5]","[2, 3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"995c5fa3",2,"[4, 14]","[3, 3]","[0, 5]","[2, 4]",True,False,False,False,False,False,False,False,False,False,False,"vertical_half",False,True,False,False,False
"995c5fa3",3,"[4, 14]","[3, 3]","[0, 5]","[2, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"horizontal_half",False,True,False,False,False
"9968a131",0,"[4, 4]","[4, 4]","[3, 7, 8]","[3, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9968a131",1,"[6, 6]","[6, 6]","[0, 5, 7]","[0, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"996ec1f3",0,"[19, 19]","[3, 3]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"996ec1f3",1,"[19, 19]","[3, 3]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"996ec1f3",2,"[19, 19]","[3, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99b1bc43",0,"[9, 4]","[4, 4]","[0, 1, 2, 4]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99b1bc43",1,"[9, 4]","[4, 4]","[0, 1, 2, 4]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99b1bc43",2,"[9, 4]","[4, 4]","[0, 1, 2, 4]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99b1bc43",3,"[9, 4]","[4, 4]","[0, 1, 2, 4]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99caaf76",0,"[8, 8]","[8, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"99caaf76",1,"[8, 5]","[8, 5]","[1, 3, 4, 5, 6, 7, 8]","[1, 3, 4, 5, 6, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"99caaf76",2,"[9, 13]","[9, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"99fa7670",0,"[6, 6]","[6, 6]","[0, 5, 8]","[0, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99fa7670",1,"[3, 3]","[3, 3]","[0, 6]","[0, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99fa7670",2,"[7, 5]","[7, 5]","[0, 6, 7, 8]","[0, 6, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"99fa7670",3,"[6, 6]","[6, 6]","[0, 2, 3]","[0, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9a4bb226",0,"[15, 15]","[3, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9a4bb226",1,"[15, 15]","[3, 3]","[0, 1, 2, 3, 4, 6, 7, 8, 9]","[1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9a4bb226",2,"[15, 15]","[3, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9aec4887",0,"[14, 16]","[5, 5]","[0, 2, 3, 4, 6, 8]","[0, 2, 3, 4, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9aec4887",1,"[15, 16]","[6, 6]","[0, 1, 2, 3, 4, 8]","[0, 1, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9aec4887",2,"[15, 15]","[6, 6]","[0, 1, 4, 6, 7, 8]","[0, 1, 4, 6, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9af7a82c",0,"[4, 3]","[5, 4]","[2, 3, 4, 8]","[0, 2, 3, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9af7a82c",1,"[3, 4]","[6, 4]","[1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,True,False,False
"9af7a82c",2,"[4, 3]","[6, 3]","[1, 2, 8]","[0, 1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9af7a82c",3,"[3, 3]","[5, 3]","[1, 2, 3]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9b2a60aa",0,"[23, 17]","[23, 17]","[0, 2, 3, 4]","[0, 2, 3, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b2a60aa",1,"[16, 22]","[16, 22]","[0, 2, 3, 8]","[0, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b2a60aa",2,"[23, 14]","[23, 14]","[0, 2, 3, 8]","[0, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b30e358",0,"[10, 5]","[10, 5]","[2, 5, 8]","[2, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b30e358",1,"[10, 7]","[10, 7]","[2, 3, 9]","[2, 3, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b365c51",0,"[6, 15]","[6, 15]","[0, 1, 6, 7, 8]","[0, 1, 6, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b365c51",1,"[8, 20]","[8, 20]","[0, 2, 3, 4, 8]","[0, 2, 3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"9b365c51",2,"[7, 18]","[7, 18]","[0, 2, 3, 4, 7, 8]","[0, 2, 3, 4, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9b4c17c4",0,"[12, 11]","[12, 11]","[1, 2, 8]","[1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b4c17c4",1,"[11, 13]","[11, 13]","[1, 2, 8]","[1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b4c17c4",2,"[12, 14]","[12, 14]","[1, 2, 8]","[1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b4c17c4",3,"[15, 15]","[15, 15]","[1, 2, 8]","[1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b5080bb",0,"[23, 23]","[23, 23]","[1, 2, 4, 8]","[1, 2, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b5080bb",1,"[23, 23]","[23, 23]","[1, 2, 4, 8]","[1, 2, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9b5080bb",2,"[20, 20]","[20, 20]","[1, 2, 3, 8]","[1, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9ba4a9aa",0,"[22, 22]","[3, 3]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9ba4a9aa",1,"[22, 22]","[3, 3]","[1, 2, 3, 4, 5, 7, 8, 9]","[1, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9ba4a9aa",2,"[22, 22]","[3, 3]","[1, 2, 3, 4, 6, 7, 8]","[4, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9bebae7a",0,"[11, 10]","[11, 10]","[0, 4, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9bebae7a",1,"[12, 10]","[12, 10]","[0, 4, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9bebae7a",2,"[10, 10]","[10, 10]","[0, 4, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9bebae7a",3,"[11, 13]","[11, 13]","[0, 4, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9bebae7a",4,"[6, 10]","[6, 10]","[0, 4, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9c1e755f",0,"[10, 10]","[10, 10]","[0, 1, 2, 5, 6]","[0, 1, 2, 5, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9c1e755f",1,"[10, 10]","[10, 10]","[0, 3, 4, 5, 7]","[0, 3, 4, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9c1e755f",2,"[10, 10]","[10, 10]","[0, 2, 3, 5, 6, 7]","[0, 2, 3, 5, 6, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9c1e755f",3,"[10, 10]","[10, 10]","[0, 5, 6, 9]","[0, 5, 6, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9c56f360",0,"[7, 8]","[7, 8]","[0, 3, 8]","[0, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9c56f360",1,"[7, 6]","[7, 6]","[0, 3, 8]","[0, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9c56f360",2,"[9, 8]","[9, 8]","[0, 3, 8]","[0, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9caba7c3",0,"[19, 19]","[19, 19]","[0, 2, 5]","[0, 2, 4, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9caba7c3",1,"[19, 19]","[19, 19]","[0, 2, 5]","[0, 2, 4, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9caba7c3",2,"[19, 19]","[19, 19]","[0, 2, 5]","[0, 2, 4, 5, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9caf5b84",0,"[6, 6]","[6, 6]","[0, 1, 2, 3, 5]","[1, 3, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9caf5b84",1,"[4, 4]","[4, 4]","[0, 1, 2, 5, 9]","[2, 7, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9caf5b84",2,"[6, 6]","[6, 6]","[1, 2, 3, 6, 9]","[1, 6, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9caf5b84",3,"[4, 6]","[4, 6]","[0, 1, 2, 4, 6]","[0, 1, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9d9215db",0,"[19, 19]","[19, 19]","[0, 1, 3, 4]","[0, 1, 3, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9d9215db",1,"[19, 19]","[19, 19]","[0, 1, 2, 8]","[0, 1, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9d9215db",2,"[19, 19]","[19, 19]","[0, 1, 3, 4, 8]","[0, 1, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9ddd00f0",0,"[5, 5]","[5, 5]","[0, 8]","[0, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9ddd00f0",1,"[11, 11]","[11, 11]","[0, 2]","[0, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9def23fe",0,"[20, 15]","[20, 15]","[0, 2, 3]","[0, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9def23fe",1,"[21, 25]","[21, 25]","[0, 2, 8]","[0, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9def23fe",2,"[20, 17]","[20, 17]","[0, 2, 4]","[0, 2, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9dfd6313",0,"[4, 4]","[4, 4]","[0, 4, 5, 6]","[0, 4, 5, 6]",False,False,False,False,False,False,True,False,False,False,False,"",False,False,False,False,True
"9dfd6313",1,"[3, 3]","[3, 3]","[0, 3, 5]","[0, 3, 5]",False,False,False,False,False,False,True,False,False,False,False,"",False,False,False,False,True
"9dfd6313",2,"[5, 5]","[5, 5]","[0, 1, 2, 5, 8]","[0, 1, 2, 5, 8]",False,False,False,False,False,False,True,False,False,False,False,"",False,False,False,False,True
"9edfc990",0,"[15, 15]","[15, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9edfc990",1,"[13, 13]","[13, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9edfc990",2,"[16, 16]","[16, 16]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9f236235",0,"[19, 19]","[4, 4]","[0, 1, 2, 3, 8]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9f236235",1,"[19, 19]","[4, 4]","[0, 2, 3]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9f236235",2,"[11, 11]","[3, 3]","[0, 2, 4, 8]","[0, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"9f27f097",0,"[12, 12]","[12, 12]","[0, 1, 2, 4]","[1, 2, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"9f27f097",1,"[12, 12]","[12, 12]","[0, 1, 2, 3]","[1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
